word,rt,ambiguity,ambiguity_binary,n_communities,entropy,dissimilarity,max_dom,cnt,log_cnt,frq,log_frq,log_frqN,zipf,max_lem_cat,max_lem_cat_sum_perc,max_lem_lemma,max_lem_code,max_lem_perc,all_lem_cnt,all_lem_frq,all_lem_log_cnt,all_lem_log2_cnt,num_letters,sa_orth_cv_structure,sa_orth_syll_structure,rep_letters,N,NHF,frq_hf_s,hf_s,hf_s_list,P,PHF,avg_frq_Ns,N_TL,frq_hf_tl,hf_tl,hf_tl_list,N_A,frq_hf_A,hf_A,hf_A_list,N_D,frq_hf_D,hf_D,hf_D_list,orth_uniq_point,Lev_N,sa_num_phon,sa_num_syll,sa_init_phon,sa_phon_structure,sa_phon_CV_structure,sa_syll_accent,sa_homoph,sa_homoph_list,sa_NP,sa_NPHF,sa_frq_hfp,sa_hfp,sa_hfp_list,sa_pf,sa_pf_hf,sa_avg_frq_Np,sa_phon_uniq_point,familiarity,imageability,concreteness,log_rt,max_dom_scaled
aburrido,840.1049180327869,0.5975548729027731,1,2,0.7706290693639406,0.7754117988255764,0.7741935483870968,1218,3.086004,3.957468,0.69526,0.597774,3.597417,ADJECTIVE,94.252874,aburrido,AQ0MSP,94.252874,3992,9.870438,3.601191,12.968573,8,VCVCCVCV,a·bu·rri·do,1,2,0,1.959239,aburrida,OOOOOO;aburrida;aburrado,2,0,0.982868,0,0.0,,,2,1.234678,aburridos,OOOOOO;aburridos;aburridor,1,0.029242,aburrid,OOOOOO;aburrid,9,1.75,7,4,a,aBuRiDo,VCVCVCV,3,0,,5,0,1.959239,aburrida,OOOOOO;aburrida;aburridos;aburrid;aburridor;aburrado,3,0,0.649181,8,,,,2.924333527106309,77.41935483870968
aburrimiento,876.6156583629893,0.5025041717882736,1,2,0.6500224216483541,0.7730566747436225,0.8333333333333334,1036,3.015779,3.366122,0.640096,0.527549,3.52713,NOUN,100.0,aburrimiento,NCMS000,97.876448,1051,2.598655,3.021603,9.130083,12,VCVCCVCVVCCV,a·bu·rri·mien·to,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,0.048737,aburrimientos,OOOOOO;aburrimientos,0,0.0,,,13,2.8,11,5,a,aBuRimjento,VCVCVCVVCCV,4,0,,1,0,0.048737,aburrimientos,OOOOOO;aburrimientos,1,0,0.048737,12,5.871,4.756,4.478,2.942809223881147,83.33333333333334
aburrir,881.2903225806451,0.7194196879635482,1,4,0.9499943831869077,0.757288359484969,0.375,148,2.173186,0.480875,0.170518,-0.315044,2.682032,VERB,100.0,aburrir,VMN0000,100.0,1676,4.144002,3.224274,10.395943,7,VCVCCVC,a·bu·rrir,1,4,0,0.324915,aburrió,OOOOOO;aburrió;aburrid;apurrir;aborrir,3,0,0.090976,0,0.0,,,2,0.048737,aburrirá,OOOOOO;aburrirá;aburriré,0,0.0,,,8,1.7,6,3,a,aBuRir,VCVCVC,3,0,,8,1,0.809039,aburría,aburría;OOOOOO;aburrí;aburrirá;aburrid;aburriré;aburrís;apurrir;aborrir,4,1,0.125092,7,,,,2.945119001175222,37.5
abusador,904.0116054158608,0.4118966833814144,1,3,0.7576358223336436,0.5436605176781432,0.6904761904761905,44,1.653213,0.142963,0.058032,-0.835017,2.155224,ADJECTIVE,52.272727,abusador,AQ0MS0,52.272727,112,0.276926,2.049218,4.199295,8,VCVCVCVC,a·bu·sa·dor,1,2,1,1.751293,acusador,acusador;OOOOOO;abusados,2,1,0.932507,0,0.0,,,1,0.051986,abusadora,OOOOOO;abusadora,1,1.137203,abusado,abusado;OOOOOO,9,1.8,8,4,a,aBusaDor,VCVCVCVC,4,0,,6,2,1.751293,acusador,acusador;abusado;OOOOOO;abusados;avisador;abusadora;azuzador,4,2,0.526904,9,,,,2.956174005846731,69.04761904761905
abusar,854.2866242038217,0.526180634623438,1,3,0.8145528675074918,0.6459748109825401,0.6451612903225806,1178,3.071514,3.827502,0.683722,0.583284,3.582915,VERB,98.471986,abusar,VMN0000,98.471986,3165,7.825635,3.500374,12.252616,6,VCVCVC,a·bu·sar,1,4,1,5.435832,acusar,acusar;OOOOOO;abusan;abusas;atusar,2,1,1.569341,0,0.0,,,4,0.055236,abusara,OOOOOO;abusara;abusaré;abusará;abusare,2,1.172944,abusa,OOOOOO;abusa;ausar,7,1.5,6,3,a,aBusar,VCVCVC,3,0,,14,2,6.079165,avisar,avisar;acusar;OOOOOO;abusa;abusan;aguzar;azuzar;abusara;abusas;atusar;avezar;abusaré;abusará;ausar;abusare,4,2,1.043906,7,,,,2.931603606550311,64.51612903225806
acabar,843.875,0.0,0,1,0.0,0.0,1.0,14845,4.171609,48.233672,1.692262,1.68338,4.68335,VERB,98.686426,acabar,VMN0000,98.686426,85658,211.794086,4.932768,24.332199,6,VCVCVC,a·ca·bar,1,7,0,14.422989,acaban,OOOOOO;acaban;alabar;acatar;acabas;acabad;acíbar;acamar,4,0,3.242654,0,0.0,,,4,3.98996,acabará,OOOOOO;acabará;acabara;acabaré;acabare,1,57.360542,acaba,acaba;OOOOOO,7,1.4,6,3,a,akaBar,VCVCVC,3,0,,16,1,57.360542,acaba,acaba;OOOOOO;acaban;cavar;acabará;alabar;acatar;acabara;acallar;acabas;acabaré;acabad;aqaba;áqaba;acamar;acabás;acabare,4,1,5.879545,7,6.199,4.467,3.971,2.9262781209968765,100.0
academia,907.2898089171974,0.0,0,1,0.0,0.0,1.0,18056,4.256646,58.666701,1.775732,1.768416,4.768392,NOUN,100.0,academia,NP00000,86.746788,19022,47.032934,4.279256,18.312033,8,VCVCVCVV,a·ca·de·mia,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,4.724268,academias,OOOOOO;academias,0,0.0,,,9,2.6,8,4,a,akaDemja,VCVCVCVV,3,0,,1,0,4.724268,academias,OOOOOO;academias,1,0,4.724268,9,6.247,5.378,4.765,2.9577460327158303,100.0
académico,857.2616407982262,0.23840125761509,1,2,0.6152538910563409,0.3874843557767258,0.8478260869565217,5406,3.732956,17.564919,1.268693,1.244726,4.244646,ADJECTIVE,75.490196,académico,AQ0MS0,75.490196,13419,33.179211,4.12772,17.038074,9,VCVCVCVCV,a·ca·dé·mi·co,1,1,0,11.982875,académica,OOOOOO;académica,1,0,11.982875,0,0.0,,,1,12.187572,académicos,OOOOOO;académicos,0,0.0,,,10,2.75,9,5,a,akaDemiko,VCVCVCVCV,3,0,,2,0,12.187572,académicos,OOOOOO;académicos;académica,2,0,12.085224,10,6.009,3.373,4.245,2.9331133911332747,84.78260869565217
acallar,1089.2263374485597,0.3660513636504413,1,2,0.8708644692353644,0.4203310349448994,0.7083333333333334,468,2.671173,1.520603,0.401505,0.182943,3.182016,VERB,99.57265,acallar,VMN0000,99.57265,901,2.227772,2.954725,8.730399,7,VCVCCVC,a·ca·llar,1,4,0,0.035741,acallan,OOOOOO;acallan;aballar;acallas;acaldar,3,0,0.012184,0,0.0,,,2,0.012997,acallará,OOOOOO;acallará;acallara,2,6.196134,callar,callar;OOOOOO;acalla,8,1.6,6,3,a,akaLar,VCVCVC,3,0,,10,3,48.233672,acabar,acabar;callar;acatar;OOOOOO;acalla;acallan;acallará;acallara;acamar;aballar;acallas,4,2,5.775369,7,2.156,2.117,3.542,3.0371181340178057,70.83333333333334
acalorado,1070.490909090909,0.3456759563339698,1,2,0.5197027865043055,0.6651416257724954,0.8833333333333333,246,2.392697,0.799292,0.255102,-0.095533,2.902705,ADJECTIVE,95.934959,acalorado,AQ0MSP,95.934959,776,1.918702,2.889862,8.351301,9,VCVCVCVCV,a·ca·lo·ra·do,1,2,0,0.679073,acalorada,OOOOOO;acalorada;avalorado,2,0,0.34441,0,0.0,,,2,0.318417,acalorados,OOOOOO;acalorados;acalorando,1,0.003249,acalorad,OOOOOO;acalorad,10,1.75,9,5,a,akaloraDo,VCVCVCVCV,4,0,,4,0,0.679073,acalorada,OOOOOO;acalorada;acalorados;avalorado;acalorad,3,0,0.252622,10,,,,3.0295829834955503,88.33333333333333
acampar,1004.3190789473684,0.4025250149029363,1,2,0.8395304981054317,0.4794644337654372,0.7313432835820896,343,2.536558,1.114459,0.325199,0.048329,3.047064,VERB,99.41691,acampar,VMN0000,99.41691,1146,2.833548,3.059185,9.358611,7,VCVCCVC,a·cam·par,1,3,0,0.256683,acampan,OOOOOO;acampan;acampas;acampad,1,0,0.089893,0,0.0,,,3,0.009747,acampara,OOOOOO;acampara;acampará;acamparé,3,0.136464,campar,OOOOOO;campar;acampa;acamar,8,1.55,7,3,a,akampar,VCVCCVC,3,0,,9,0,0.256683,acampan,OOOOOO;acampan;campar;acampa;acamar;acampas;acampara;acampará;acampad;acamparé,4,0,0.062456,8,,,,3.0018717130189794,73.13432835820896
acantilado,989.964876033058,0.7643771358655012,1,3,0.9129996818995118,0.8372151173976329,0.5185185185185185,914,2.961421,2.969726,0.59876,0.473191,3.472716,NOUN,60.83151,acantilado,NCMS000,45.95186,1947,4.814064,3.289366,10.819928,10,VCVCCVCVCV,a·can·ti·la·do,1,1,0,0.133215,acantilada,OOOOOO;acantilada,1,0,0.133215,0,0.0,,,1,3.349876,acantilados,acantilados;OOOOOO,0,0.0,,,11,2.5,10,5,a,akantilaDo,VCVCCVCVCV,4,0,,2,1,3.349876,acantilados,acantilados;OOOOOO;acantilada,2,1,1.741546,11,4.369,6.183,5.629,2.9956197860969125,51.85185185185185
acariciar,993.3761755485892,0.2867821717476433,1,2,0.5086113313826897,0.5638532884590071,0.8870967741935484,622,2.794488,2.020973,0.480147,0.306258,3.305561,VERB,98.07074,acariciar,VMN0000,98.07074,4538,11.220453,3.656864,13.372658,9,VCVCVCVVC,a·ca·ri·ciar,1,3,0,0.412642,acarician,OOOOOO;acarician;acaricias;acariciad,1,0,0.149461,0,0.0,,,4,0.087727,acariciara,OOOOOO;acariciara;acariciará;acariciaré;acariciare,1,1.507607,acaricia,OOOOOO;acaricia,10,1.6,9,4,a,akarisjar,VCVCVCVVC,4,0,,8,0,1.507607,acaricia,OOOOOO;acaricia;acarician;acariciara;acaricias;acariciará;acariciaré;acariciare;acariciad,2,0,0.257902,10,6.452,6.555,5.43,2.997113739963758,88.70967741935483
acarrear,1027.0752688172042,0.3658000171173154,1,2,0.5032583347756457,0.7268633062587833,0.8888888888888888,815,2.91169,2.648059,0.562062,0.42346,3.422928,VERB,100.0,acarrear,VMN0000,100.0,2888,7.140738,3.460597,11.975733,8,VCVCCVVC,a·ca·rre·ar,1,2,0,0.646581,acarrean,OOOOOO;acarrean;acarreas,1,0,0.331413,0,0.0,,,3,0.292424,acarreará,OOOOOO;acarreará;acarreara;acarrearé,3,2.007976,acarrea,OOOOOO;acarrea;acarear;carrear,9,1.6,7,4,a,akaRear,VCVCVVC,4,0,,8,0,2.007976,acarrea,OOOOOO;acarrea;acarrean;acarreará;acarreara;acarreas;acarear;acarrearé;carrear,4,0,0.37812,8,3.53,2.864,3.356,3.0116022718681132,88.88888888888889
acaso,1042.8155339805826,0.1087417181924171,1,2,0.5159469300074474,0.2107614405048354,0.8846153846153846,14465,4.160348,46.998994,1.681232,1.672119,4.672089,ADVERB,99.308676,acaso,RG,99.308676,14473,35.785283,4.160559,17.310248,5,VCVCV,a·ca·so,1,8,0,15.297011,acabo,OOOOOO;acabo;acoso;ocaso;acuso;acato;acaro;acano;amaso,4,0,3.57285,0,0.0,,,1,0.035741,acasos,OOOOOO;acasos,1,503.537439,caso,caso;OOOOOO,6,1.5,5,3,a,akaso,VCVCV,2,0,,28,1,503.537439,caso,caso;OOOOOO;acabó;casó;acusó;acabo;acoso;ocaso;arrasó;cazó;cazo;acuso;hachazo;acató;ácaro;amasó;acacio;acosó;acalló;acato;arraso;acasos;acaro;acano;tacazo;acallo;amaso;hacas;acarro,5,1,22.438068,6,,,,3.018207491878533,88.46153846153845
acatamiento,1266.3333333333333,0.0,0,1,0.0,0.0,1.0,391,2.593286,1.270419,0.356106,0.105056,3.103947,NOUN,100.0,acatamiento,NCMS000,99.488491,398,0.984077,2.599883,6.759392,11,VCVCVCVVCCV,a·ca·ta·mien·to,1,2,0,0.363905,acabamiento,OOOOOO;acabamiento;acotamiento,2,0,0.222567,0,0.0,,,2,0.090976,achatamiento,OOOOOO;achatamiento;acatamientos,0,0.0,,,12,1.8,11,5,a,akatamjento,VCVCVCVVCCV,4,0,,5,0,0.363905,acabamiento,OOOOOO;acabamiento;achatamiento;acotamiento;acatamientos;acallamiento,4,0,0.11372,12,,,,3.102548038835058,100.0
acatar,1039.439330543933,0.3023947723542185,1,2,0.5858732928619205,0.5161436372650756,0.859375,955,2.980458,3.102941,0.613095,0.492228,3.491774,VERB,99.057592,acatar,VMN0000,99.057592,2063,5.10088,3.314499,10.985905,6,VCVCVC,a·ca·tar,1,8,2,48.233672,acabar,acabar;avatar;OOOOOO;acotar;acatan;acetar;acatas;acamar;acatad,4,2,6.590094,0,0.0,,,4,0.159208,acatará,OOOOOO;acatará;acatara;acataré;achatar,2,0.454881,acata,OOOOOO;acata;catar,7,1.3,6,3,a,akatar,VCVCVC,3,0,,16,2,48.233672,acabar,acabar;avatar;OOOOOO;qatar;acallar;acotar;acata;catar;acatan;acatará;katar;acatara;acataré;acatas;achatar;acamar;acatad,5,2,3.632756,7,4.125,3.226,3.811,3.0167991457320187,85.9375
acceder,899.6403785488959,0.466453249580274,1,3,0.6101308775822464,0.7645134293623675,0.7846153846153846,9615,3.982994,31.240603,1.508403,1.494765,4.494719,VERB,99.73999,acceder,VMN0000,99.73999,18893,46.713975,4.276301,18.28675,7,VCCVCVC,ac·ce·der,1,3,0,1.640822,acceden,OOOOOO;acceden;accedes;acceded,1,0,0.563186,0,0.0,,,2,0.393147,accederá,OOOOOO;accederá;accederé,1,10.052878,accede,OOOOOO;accede,8,1.7,7,3,a,akseDer,VCCVCVC,3,0,,6,0,10.052878,accede,OOOOOO;accede;acceden;accederá;accedes;accederé;acceded,2,0,2.027471,8,5.126,3.137,3.152,2.9540689396353472,78.46153846153847
acceso,888.3068592057762,0.4894628084373299,1,3,0.5535400985564913,0.8842409243950697,0.8142857142857143,37175,4.570263,120.787251,2.085602,2.082033,5.082021,NOUN,100.0,acceso,NCMS000,97.3692,39464,97.576896,4.596201,21.125065,6,VCCVCV,ac·ce·so,1,2,0,1.605081,access,OOOOOO;access;accedo,2,0,0.849653,0,0.0,,,1,8.288589,accesos,OOOOOO;accesos,0,0.0,,,7,1.85,6,3,a,akseso,VCCVCV,2,0,,7,0,8.288589,accesos,OOOOOO;accesos;access;accedo;asesó;aseso;acezó;acezo,4,0,1.43102,7,5.31,3.459,4.167,2.94856301559733,81.42857142857143
accesorio,937.8237704918032,0.0,0,1,0.0,0.0,1.0,515,2.71265,1.673314,0.42705,0.22442,3.223577,NOUN,85.436894,accesorio,NCMS000,83.495146,2242,5.543468,3.350636,11.226759,9,VCCVCVCVV,ac·ce·so·rio,1,1,0,0.721312,accesoria,OOOOOO;accesoria,1,0,0.721312,0,0.0,,,1,4.340868,accesorios,accesorios;OOOOOO,0,0.0,,,10,2.7,9,4,a,aksesorjo,VCCVCVCVV,3,0,,2,1,4.340868,accesorios,accesorios;OOOOOO;accesoria,2,1,2.53109,10,,,,2.9721212363603806,100.0
accidente,880.8915662650602,0.7316281557084685,1,3,0.837330743987559,0.873762442095807,0.6140350877192983,15024,4.176814,48.81527,1.697362,1.688585,4.688556,NOUN,100.0,accidente,NCMS000,96.192758,22382,55.340718,4.349899,18.92162,9,VCCVCVCCV,ac·ci·den·te,1,3,0,31.685737,occidente,OOOOOO;occidente;accidentó;accidenta,2,0,10.632311,0,0.0,,,1,25.184183,accidentes,OOOOOO;accidentes,0,0.0,,,10,2.25,9,4,a,aksiDente,VCCVCVCCV,3,0,,4,0,31.685737,occidente,OOOOOO;occidente;accidentes;accidentó;accidenta,3,0,14.270279,10,6.329,5.839,4.927,2.94492245203176,61.40350877192983
accionar,912.447619047619,0.0,0,1,0.0,0.0,1.0,766,2.884795,2.488851,0.542682,0.396565,3.395999,VERB,99.086162,accionar,VMN0000,99.086162,1461,3.612402,3.16465,10.015011,8,VCCVVCVC,ac·cio·nar,1,1,0,0.11372,accionan,OOOOOO;accionan,1,0,0.11372,0,0.0,,,2,0.032492,accionara,OOOOOO;accionara;accionará,1,1.569341,acciona,OOOOOO;acciona,9,1.8,8,3,a,aksjonar,VCCVVCVC,3,0,,4,0,1.569341,acciona,OOOOOO;acciona;accionan;accionara;accionará,2,0,0.43295,9,,,,2.960207942266558,100.0
acechar,1072.5622775800712,0.715927918626576,1,3,0.8525710848813775,0.8397281251054705,0.5666666666666667,192,2.285557,0.623837,0.210543,-0.202673,2.795071,VERB,99.479167,acechar,VMN0000,99.479167,1684,4.163782,3.226342,10.409283,7,VCVCCVC,a·ce·char,1,6,1,0.906514,acechan,acechan;OOOOOO;acechas;ahechar;asechar;apechar;acechad,2,1,0.162999,0,0.0,,,3,0.035741,acechara,OOOOOO;acechara;acechará;acecharé,1,1.384139,acecha,acecha;OOOOOO,8,1.5,6,3,a,aseCar,VCVCVC,3,1,asechar,20,2,1.384139,acecha,acecha;acechan;OOOOOO;aserrar;asear;acechara;acechas;acetar;acepar;acechará;ahechar;asechan;apechar;acecharé;asecha;asedar;acezar;asesar;acedar;acechad;acerar,6,2,0.136952,7,,,,3.0304225185948774,56.666666666666664
aceitoso,945.946875,0.4378100601234386,1,2,0.7424875695421235,0.5896530502098869,0.7894736842105263,83,1.924279,0.26968,0.103694,-0.563951,2.430849,ADJECTIVE,98.795181,aceitoso,AQ0MS0,98.795181,179,0.442587,2.252853,5.075347,8,VCVVCVCV,a·cei·to·so,1,1,0,0.15271,aceitosa,OOOOOO;aceitosa,1,0,0.15271,0,0.0,,,1,0.058485,aceitosos,OOOOOO;aceitosos,1,0.009747,acetoso,OOOOOO;acetoso,9,2.15,8,4,a,aseitoso,VCVVCVCV,3,0,,3,0,0.15271,aceitosa,OOOOOO;aceitosa;aceitosos;acetoso,3,0,0.073647,9,,,,2.9758667468222946,78.94736842105263
aceituna,857.2324840764331,0.3690700051312628,1,3,0.6461937624072638,0.571144487307286,0.7578947368421053,395,2.597695,1.283415,0.358585,0.109465,3.108367,NOUN,53.417722,aceituna,NCFS000,42.278481,1011,2.499753,3.004751,9.02853,8,VCVVCVCV,a·cei·tu·na,1,1,0,0.100724,aceituno,OOOOOO;aceituno,1,0,0.100724,0,0.0,,,1,2.024222,aceitunas,aceitunas;OOOOOO,0,0.0,,,9,2.15,8,4,a,aseituna,VCVVCVCV,3,0,,2,1,2.024222,aceitunas,aceitunas;OOOOOO;aceituno,2,1,1.062473,9,,,,2.933098619891773,75.78947368421053
aceleración,947.6966666666668,0.5419152526103368,1,3,0.6054162791696553,0.8951117953973554,0.7837837837837838,2149,3.332438,6.982429,0.902135,0.844209,3.844007,NOUN,100.0,aceleración,NCFS000,93.811075,2286,5.65226,3.359076,11.283393,11,VCVCVCVCVVC,a·ce·le·ra·ción,1,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,10,2.8,11,5,a,aselerasjon,VCVCVCVCVVC,5,0,,1,0,1.159948,aseveración,OOOOOO;aseveración,1,0,1.159948,12,4.81,4.024,4.928,2.9766693530835866,78.37837837837837
acelerado,934.4188034188036,0.3248731428296551,1,2,0.4835683750917697,0.6718246261823924,0.8953488372093024,1591,3.201943,5.169402,0.790243,0.713713,3.71344,ADJECTIVE,71.213074,acelerado,AQ0MSP,71.213074,9176,22.688161,3.962653,15.702622,9,VCVCVCVCV,a·ce·le·ra·do,1,1,0,2.264659,acelerada,OOOOOO;acelerada,1,0,2.264659,0,0.0,,,3,1.855266,acelerador,OOOOOO;acelerador;acelerando;acelerados,1,0.012997,acelerad,OOOOOO;acelerad,10,1.75,9,5,a,aseleraDo,VCVCVCVCV,4,0,,5,0,2.264659,acelerada,OOOOOO;acelerada;acelerador;acelerados;aseverado;acelerad,3,0,0.983843,10,,,,2.97054156921488,89.53488372093024
acelerar,925.9323308270676,0.0,0,1,0.0,0.0,1.0,3466,3.539954,11.261563,1.088546,1.051724,4.051599,VERB,99.076746,acelerar,VMN0000,99.076746,6976,17.248541,3.843606,14.773311,8,VCVCVCVC,a·ce·le·rar,1,3,0,0.662827,aceleran,OOOOOO;aceleran;acelerad;aceleras,1,0,0.228524,0,0.0,,,3,0.302171,acelerará,OOOOOO;acelerará;acelerara;aceleraré,1,2.121697,acelera,OOOOOO;acelera,9,1.65,8,4,a,aselerar,VCVCVCVC,4,0,,8,0,2.121697,acelera,OOOOOO;acelera;aceleran;acelerará;aseverar;acelerara;acelerad;aceleraré;aceleras,3,0,0.436605,9,5.977,4.862,4.983,2.966579248644941,100.0
acelga,975.1032258064516,0.4793033193138892,1,3,0.9064284439194288,0.5287823021543374,0.4939759036144578,64,1.812913,0.207946,0.082047,-0.675317,2.317951,NOUN,100.0,acelga,NCFS000,93.75,159,0.393136,2.201397,4.846149,6,VCVCCV,a·cel·ga,1,2,0,0.012997,amelga,OOOOOO;amelga;acella,2,0,0.012997,0,0.0,,,1,0.331414,acelgas,acelgas;OOOOOO,0,0.0,,,7,1.85,6,3,a,aselGa,VCVCCV,2,0,,3,1,0.331414,acelgas,acelgas;OOOOOO;asela;amelga,3,1,0.123468,7,,,,2.9890505931602225,49.39759036144578
acentuar,933.3253424657536,0.7587356739915918,1,2,0.98623253507245,0.7693273614582732,0.5689655172413793,593,2.773786,1.926748,0.466385,0.285557,3.284825,VERB,99.831366,acentuar,VMN0000,99.831366,3239,8.008604,3.510411,12.322985,8,VCVCCVVC,a·cen·tuar,1,3,0,0.081229,acentual,OOOOOO;acentual;acensuar;acentuad,2,0,0.029242,0,0.0,,,3,0.129966,acentuará,OOOOOO;acentuará;acentuara;acentuaré,0,0.0,,,9,1.7,8,3,a,asentwar,VCVCCVVC,3,0,,7,1,2.391376,asentar,asentar;OOOOOO;acentuará;acentual;acentuara;acentuaré;acensuar;acentuad,4,1,0.375509,9,3.922,3.108,3.728,2.970033058331966,56.896551724137936
aceptable,863.3153153153153,0.0,0,1,0.0,0.0,1.0,4681,3.670431,15.209284,1.209764,1.182202,4.182109,ADJECTIVE,99.722282,aceptable,AQ0CS0,99.722282,6179,15.277915,3.790918,14.371061,9,VCVCCVCCV,a·cep·ta·ble,1,1,0,0.175454,aceptarle,OOOOOO;aceptarle,1,0,0.175454,0,0.0,,,1,4.87048,aceptables,OOOOOO;aceptables,0,0.0,,,10,1.9,9,4,a,aseptaBle,VCVCCVCCV,3,0,,3,0,4.87048,aceptables,OOOOOO;aceptables;aceptarle;acéptale,3,0,1.684144,10,,,,2.9361694454147274,100.0
aceptación,920.8481012658228,0.0,0,1,0.0,0.0,1.0,6509,3.813581,21.148735,1.345349,1.325351,4.325284,NOUN,100.0,aceptación,NCFS000,97.572592,6533,16.153199,3.815113,14.555085,10,VCVCCVCVVC,a·cep·ta·ción,1,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,9,2.55,10,4,a,aseptasjon,VCVCCVCVVC,4,0,,1,0,0.006498,septación,OOOOOO;septación,1,0,0.006498,11,4.649,2.796,3.711,2.9641879969474343,100.0
acera,910.583916083916,0.0,0,1,0.0,0.0,1.0,1533,3.185825,4.980951,0.77677,0.697595,3.697312,NOUN,100.0,acera,NCFS000,98.369211,2098,5.18742,3.321805,11.034392,5,VCVCV,a·ce·ra,1,14,1,26.454601,acero,acero;OOOOOO;acesa;accra;aceña;acura;aceró;aceda;acora;ajera;apera;amera;acere;acepa;aceza,4,1,2.076905,0,0.0,,,10,123.519789,acerca,acerca;OOOOOO;aceras;acerba;acería;macera;lacera;cacera;aceran;bacera;acerar,3,9.93266,cera,cera;OOOOOO;acea;acer,6,1.0,5,3,a,asera,VCVCV,2,0,,61,7,620.779864,hacer,hacer;será;acerca;acero;cera;hacerla;sera;OOOOOO;áspera;casera;aceras;acecha;astra;acesa;usera;azara;asura;nacerá;asher;aceña;azerí;acerba;acería;aser;azora;acea;osera;aspera;macera;asea;masera;lacera;aceró;aceda;azura;yacerá;acer;asirá;vasera;asela;ajera;cacera;asiera;apera;asara;acella;asesa;aceran;aseria;aseda;bacera;asará;acere;aseara;asecha;aseará;amera;rasera;pacerá;aceza;acerar;acepa,6,3,16.876791,6,5.851,5.836,5.899,2.9593199749665784,100.0
acercamiento,1063.271844660194,0.2994478822131037,1,2,0.5225593745369407,0.5730408768926127,0.8823529411764706,3958,3.597586,12.860146,1.141768,1.109356,4.109246,NOUN,100.0,acercamiento,NCMS000,97.574533,4336,10.720997,3.637089,13.228418,12,VCVCCVCVVCCV,a·cer·ca·mien·to,1,1,0,0.006498,acertamiento,OOOOOO;acertamiento,1,0,0.006498,0,0.0,,,1,1.309409,acercamientos,OOOOOO;acercamientos,0,0.0,,,13,2.35,12,5,a,aserkamjento,VCVCCVCVVCCV,4,0,,2,0,1.309409,acercamientos,OOOOOO;acercamientos;acertamiento,2,0,0.657954,13,5.548,3.988,4.417,3.02664431395171,88.23529411764706
acercar,949.3809523809524,0.0,0,1,0.0,0.0,1.0,2333,3.368101,7.580273,0.933501,0.879871,3.879685,VERB,99.057008,acercar,VMN0000,99.057008,36038,89.105924,4.556761,20.764068,7,VCVCCVC,a·cer·car,1,4,0,5.02319,acercan,OOOOOO;acercan;acertar;acercas;acercad,2,0,1.857703,0,0.0,,,3,1.020234,acercara,OOOOOO;acercara;acercará;acercaré,3,123.519789,acerca,acerca;OOOOOO;cercar;acerar,8,1.5,7,3,a,aserkar,VCVCCVC,3,0,,10,1,123.519789,acerca,acerca;OOOOOO;acercan;acertar;acercara;cercar;acercará;acercas;acercaré;acercad;acerar,5,1,13.321526,8,5.972,4.013,3.99,2.9774405141331,100.0
acero,800.7910958904109,0.2282526507207001,1,2,0.384311544126497,0.593926084732886,0.925,8142,3.910784,26.454601,1.438615,1.422555,4.422501,NOUN,100.0,acero,NCMS000,90.45689,8632,21.343092,3.936111,15.492973,5,VCVCV,a·ce·ro,0,16,0,7.966922,alero,OOOOOO;alero;acera;acebo;acedo;apero;ucero;anero;aceró;atero;amero;acaro;ajero;acoro;acere;acepo;acezo,5,0,0.934334,0,0.0,,,6,6.797227,acervo,OOOOOO;acervo;aceros;acerco;acerbo;macero;lacero,3,29.723249,cero,cero;OOOOOO;aero;acer,6,1.0,5,3,a,asero,VCVCV,2,1,aceró,59,3,620.779864,hacer,hacer;hacerlo;cero;OOOOOO;acercó;alero;acervo;acera;astro;acecho;casero;áspero;aseo;acertó;aceros;rasero;haceros;aero;acerco;aserto;acebo;acedo;acerbo;asher;apero;azerí;ucero;aser;sero;aguero;anero;hachero;acechó;hacelo;macero;azoro;aselo;atero;ásaro;acer;amero;ajero;hatero;asecho;azoró;asesó;laceró;aseso;aseó;maceró;azaró;acere;azaro;aserró;lacero;acepo;acezo;acezó;osero;aspro,6,2,13.702999,6,5.108,4.886,6.221,2.9035192355162676,92.5
acertada,905.8081761006288,0.3806803159549311,1,2,0.9997226475394072,0.3807859278689847,0.5098039215686274,1820,3.26031,5.913458,0.839695,0.77208,3.771842,ADJECTIVE,82.197802,acertado,AQ0FSP,82.197802,8320,20.571655,3.920123,15.367367,8,VCVCCVCV,a·cer·ta·da,1,8,2,10.449275,aceptada,aceptada;acertado;OOOOOO;acertaba;acortada;alertada;acertara;aceitada;acercada,6,2,2.4458,0,0.0,,,1,1.722051,acertadas,OOOOOO;acertadas,2,0.292424,acerada,OOOOOO;acerada;acertad,9,1.45,8,4,a,asertaDa,VCVCCVCV,3,0,,13,2,10.449275,aceptada,aceptada;acertado;OOOOOO;asentada;acertadas;acertaba;alertada;acerada;acertara;aceitada;asestada;acertará;acercada;acertad,7,2,1.847268,9,,,,2.957036236438969,50.98039215686274
