word,rt,ambiguity,ambiguity_binary,n_communities,entropy,dissimilarity,max_dom,Val_Mean,AoA,SemD,Length,LgSUBTLWF,OLD,log_rt,max_dom_scaled
proud,613.2352941176471,0.7164703916105724,1,6,0.8717690207865602,0.8218580547449731,0.3644859813084112,7.0,5.44,1.92,5,3.63,1.95,2.7876271422675214,36.44859813084112
prove,693.0,0.6545520688107643,1,4,0.864503383716834,0.7571422867040637,0.4903846153846153,6.0,7.84,2.17,5,3.555,1.5,2.8407332346118066,49.03846153846153
proverb,671.4242424242424,0.6898064146842203,1,4,0.8499601915422592,0.8115749673317775,0.4285714285714285,5.95,8.16,1.66,7,1.748,2.6,2.826997017819062,42.85714285714285
provide,735.9375,0.4457946478157207,1,4,0.5525652168823901,0.8067729096864329,0.7708333333333334,6.67,7.74,2.2,7,2.949,2.1,2.866840933145009,77.08333333333334
provider,646.2777777777778,0.6805730342964637,1,8,0.8878042566521916,0.7665800532009462,0.3597122302158273,6.26,9.63,1.42,8,1.875,2.6,2.8104192229899647,35.97122302158273
province,808.53125,0.0712827289809176,1,2,0.166222694781921,0.4288387279152126,0.9754601226993864,5.14,10.06,1.62,8,2.215,2.6,2.907696810192056,97.54601226993864
provocative,803.551724137931,0.5967041230943931,1,5,0.6908167215776371,0.8637661834989802,0.6162790697674418,5.47,12.21,1.8,11,1.919,3.45,2.905013837271968,61.627906976744185
provoke,720.8823529411765,0.6368949678613715,1,6,0.8584310786705658,0.7419290653452544,0.3333333333333333,3.3,8.39,1.93,7,2.107,2.5,2.8578643942098227,33.33333333333333
proximity,738.71875,0.494823603383428,1,4,0.6826460444072279,0.7248611596557415,0.6954022988505747,4.47,12.26,2.03,9,1.929,3.6,2.8684791223297625,69.54022988505747
proxy,766.3103448275862,0.7485610767417102,1,6,0.8179656443738409,0.9151497766324154,0.4205607476635514,4.95,14.88,1.57,5,1.672,1.95,2.8844046883665677,42.05607476635514
prune,709.3333333333334,0.5827740528579491,1,2,0.7408656862339817,0.7866122884167377,0.7903225806451613,4.61,7.85,1.1,5,1.881,1.75,2.850850368903348,79.03225806451613
pry,650.4666666666667,0.7926103252582888,1,4,0.9639162399680332,0.8222813273532714,0.3265306122448979,3.57,8.06,1.52,3,2.324,1.45,2.8132250459342703,32.65306122448979
psyche,798.3870967741935,0.136427143110862,1,2,0.2365762247069026,0.5766730924879853,0.9612403100775194,5.0,12.53,1.52,6,2.149,2.75,2.902213509435315,96.12403100775194
psychiatric,800.9354838709677,0.3528371478280482,1,3,0.7840895443962214,0.4499959862361717,0.615819209039548,3.32,12.05,1.14,11,2.386,4.3,2.9035975346519267,61.5819209039548
psychiatrist,884.5714285714286,0.5074720713497683,1,3,0.7085893717484133,0.7161722876221007,0.6129032258064516,4.11,12.61,1.5,12,2.79,4.7,2.9467329076605795,61.29032258064516
psychiatry,857.21875,0.5747683532514583,1,5,0.74459808155931,0.7719175854546918,0.487012987012987,4.61,11.61,1.19,10,2.033,4.25,2.9330916618243856,48.701298701298704
psycho,738.5588235294117,0.5364779831201023,1,3,0.6707393975973391,0.799830731640074,0.7244094488188977,3.2,8.22,1.48,6,2.751,2.75,2.86838509100457,72.44094488188976
psychological,974.1764705882352,0.5443946083724089,1,4,0.809374699330589,0.672611349011357,0.4427480916030534,4.77,11.65,1.53,13,2.537,3.8,2.9886376357909783,44.27480916030534
psychologist,752.5151515151515,0.5600728363958707,1,5,0.8163472342296838,0.6860718244784193,0.4580645161290322,5.05,11.77,1.44,12,2.265,4.05,2.876515248655486,45.80645161290322
psychology,739.84375,0.3047021118499378,1,3,0.5907935419557899,0.5157505798747191,0.7768595041322314,4.81,11.72,1.25,10,2.447,3.75,2.869140009355405,77.68595041322314
psychosis,898.969696969697,0.4707093243598363,1,4,0.6874005776081263,0.6847671353400848,0.6532258064516129,2.65,16.07,0.86,9,1.839,3.75,2.9537450525111453,65.32258064516128
psychotic,948.516129032258,0.5119714441391856,1,4,0.702880763777837,0.7283901772861818,0.6575342465753424,3.3,10.94,1.07,9,2.514,3.65,2.9770447202432915,65.75342465753424
pub,751.7272727272727,0.4166804489305484,1,5,0.4911126592088651,0.8484416785382406,0.7901234567901234,5.45,12.05,1.46,3,2.281,1.4,2.8760603067714383,79.01234567901234
puberty,649.8235294117648,0.0,0,1,0.0,0.0,1.0,4.3,11.21,1.15,7,2.053,2.9,2.81279543263021,100.0
pubic,788.4545454545455,0.6293654752955823,1,5,0.780465126954309,0.8063979459935914,0.5585106382978723,4.73,10.47,1.25,5,1.785,2.2,2.8967766612320953,55.85106382978723
publication,740.8787878787879,0.0,0,1,0.0,0.0,1.0,5.48,10.89,1.68,11,1.959,3.15,2.8697471606630023,100.0
publicity,714.6857142857143,0.4690910916517466,1,4,0.6885995562224899,0.6812247951844177,0.6416666666666667,4.89,10.9,1.86,9,2.728,3.25,2.8541151011596653,64.16666666666667
publish,742.3548387096774,0.0,0,1,0.0,0.0,1.0,5.91,9.0,1.66,7,2.417,2.6,2.8706115436313877,100.0
publisher,657.1764705882352,0.0,0,1,0.0,0.0,1.0,5.05,11.15,1.22,9,2.364,3.1,2.8176820056506937,100.0
puck,734.074074074074,0.1862753148495177,1,2,0.2192973081321754,0.8494190669100481,0.9649122807017544,4.28,7.79,1.45,4,2.17,1.35,2.865739885990269,96.49122807017544
pudding,701.8666666666667,0.2928566321662338,1,4,0.423822408168924,0.690989023991174,0.8493975903614458,6.72,4.79,1.29,7,2.498,1.85,2.846254617214199,84.93975903614458
puddle,690.0967741935484,0.3007185938206389,1,2,0.3750514064240123,0.8018063355311436,0.927536231884058,4.3,5.37,1.56,6,2.0,1.65,2.838909997333233,92.7536231884058
puff,645.2333333333333,0.4767651524799839,1,3,0.5680242257949891,0.8393394697430698,0.7894736842105263,5.45,6.44,1.78,4,2.358,1.7,2.8097167953393507,78.94736842105263
puffy,723.8529411764706,0.7014309088614272,1,6,0.8839650990771198,0.7935052069292525,0.3007518796992481,4.78,7.42,1.34,5,1.94,1.85,2.8596503433756473,30.075187969924812
pull,693.2352941176471,0.4169789375675079,1,4,0.6036651955467668,0.6907453678687427,0.7482517482517482,5.59,4.79,1.88,4,3.873,1.3,2.840880665482069,74.82517482517483
pulse,576.7352941176471,0.3359756264951688,1,3,0.4209563087897035,0.7981246972189022,0.8715083798882681,6.38,10.21,1.49,5,3.079,1.9,2.760976529478381,87.15083798882681
pump,617.5294117647059,0.5359812095935778,1,3,0.7205114382203669,0.7438899386766558,0.7142857142857143,4.0,6.06,1.54,4,2.81,1.35,2.790657647053848,71.42857142857143
pun,702.40625,0.4780670965666993,1,2,0.5560554487221581,0.8597471666995087,0.8705035971223022,5.45,11.21,1.69,3,1.978,1.05,2.8465883672608534,87.05035971223022
punctual,685.7352941176471,0.179996706191986,1,3,0.2341339003770386,0.7687767807315706,0.9432624113475178,5.73,10.79,1.73,8,1.763,3.25,2.836156502748256,94.32624113475178
punctuation,720.7272727272727,0.0,0,1,0.0,0.0,1.0,5.55,8.61,1.11,11,1.362,3.75,2.8577709563189937,100.0
puncture,680.7575757575758,0.7203380969098362,1,5,0.9003146658035872,0.8000959267578845,0.3033707865168539,4.33,8.89,1.58,8,1.987,2.55,2.832992483051157,30.33707865168539
pungent,910.28,0.0,0,1,0.0,0.0,1.0,3.71,13.29,1.51,7,1.322,2.7,2.959175000838346,100.0
punish,611.71875,0.6139780442322271,1,4,0.8320302368740571,0.7379275620306138,0.4180327868852459,2.86,6.68,1.69,6,2.694,2.0,2.786551792410075,41.80327868852459
punishment,705.0,0.6350662619741873,1,12,0.8688732825517866,0.7309078029296361,0.2985074626865671,2.76,5.47,1.52,10,2.836,3.55,2.848189116991399,29.850746268656707
punk,577.2941176470588,0.5229883317672916,1,4,0.6552013656258178,0.7982100758714957,0.7155963302752294,4.25,10.0,0.78,4,3.05,1.3,2.761397132266622,71.55963302752293
pup,695.3,0.0,0,1,0.0,0.0,1.0,7.53,5.11,1.29,3,2.217,1.25,2.8421722293856155,100.0
pupil,626.969696969697,0.1427154119976792,1,2,0.1734293450927817,0.8229023290223978,0.9740932642487048,5.53,8.06,1.28,5,2.207,2.1,2.7972465507878472,97.40932642487049
puppy,641.3235294117648,0.2837917513286135,1,3,0.3681328059604611,0.7708950322647794,0.8920454545454546,7.85,3.28,0.93,5,2.767,1.8,2.80707717396719,89.20454545454545
purchase,658.2352941176471,0.1995368083465586,1,3,0.2925574251337899,0.6820432202508895,0.9240506329113924,6.47,8.11,1.78,8,2.513,3.05,2.8183811651500763,92.40506329113924
pure,530.5,0.5245293769305636,1,4,0.7334893410285774,0.7151152001677519,0.6086956521739131,6.8,7.95,1.97,4,3.104,1.4,2.7246853882373596,60.86956521739131
purgatory,958.3225806451612,0.3758568940376668,1,3,0.5416347302277226,0.6939305643854173,0.82,3.17,11.61,1.43,9,1.763,3.65,2.981511721409287,82.0
purge,625.8484848484849,0.7533507803817289,1,6,0.8949439437181288,0.8417854388196229,0.3412698412698413,3.61,11.56,1.72,5,1.919,1.65,2.796469205161236,34.12698412698413
purity,677.84375,0.1963208628545473,1,3,0.2291207157903049,0.8568446645139822,0.9448275862068966,6.57,9.89,1.6,6,2.086,2.0,2.8311295960304244,94.48275862068965
purpose,678.9428571428572,0.3293749889361197,1,4,0.4836768605395579,0.6809814895190371,0.8102189781021898,6.67,8.37,2.14,7,3.253,2.35,2.8318332236592125,81.02189781021897
purr,693.7307692307693,0.3923319248947187,1,4,0.4775724938749979,0.8215128172716947,0.8081395348837209,6.43,5.25,1.4,4,1.602,1.9,2.841190957308797,80.81395348837209
purse,703.875,0.4985670425903292,1,2,0.6276480102169991,0.794341787872406,0.8427672955974843,5.95,5.53,1.81,5,3.004,1.5,2.8474955403490654,84.27672955974843
pursue,708.5,0.4024976045640299,1,5,0.5451824695624985,0.7382805336478057,0.7482993197278912,5.39,10.0,2.07,6,2.516,2.0,2.850339854583479,74.82993197278913
pursuit,694.1470588235294,0.4419669439134039,1,5,0.5734056877285733,0.7707753051145405,0.7304964539007093,4.79,10.44,1.99,7,2.556,2.6,2.8414514878465384,73.04964539007092
push,522.3235294117648,0.1527201695250518,1,2,0.266764987803026,0.5724895563799302,0.9545454545454546,5.39,4.26,1.99,4,3.556,1.35,2.7179395901937324,95.45454545454545
pushy,667.8181818181819,0.2992200666293649,1,5,0.4576118166092632,0.6538731207740144,0.8029197080291971,3.1,7.7,1.67,5,2.086,1.75,2.82465823885105,80.2919708029197
put,634.4117647058823,0.5646444457538566,1,5,0.8078576648343264,0.6989405068894811,0.4590163934426229,5.09,3.72,2.19,3,4.626,1.05,2.8023712280602897,45.90163934426229
puzzle,672.71875,0.5198600793233117,1,5,0.683649800364146,0.760418680801791,0.6274509803921569,6.53,5.11,1.85,6,2.574,1.85,2.8278335324963204,62.745098039215684
puzzled,632.4411764705883,0.358100036900036,1,4,0.4805603309285147,0.7451718626215631,0.8050847457627118,4.6,7.5,1.63,7,1.851,1.95,2.8010201378759234,80.50847457627118
pyramid,748.625,0.6569583627582735,1,4,0.8001850565039975,0.8210080373514091,0.5705521472392638,5.68,7.61,1.66,7,2.312,2.85,2.8742643260922653,57.05521472392638
python,769.0,0.2518862786324343,1,3,0.3217462834607018,0.782872379824085,0.9126984126984128,3.61,7.89,1.47,6,1.903,2.85,2.885926339801431,91.26984126984128
quad,731.8275862068965,0.721174449503581,1,6,0.8005264585974717,0.9008752199984544,0.464,4.62,12.58,1.28,4,1.903,1.95,2.864408776169482,46.400000000000006
quail,704.6,0.1701818507472028,1,2,0.1871762568732081,0.9092064003741818,0.9714285714285714,5.43,9.72,1.28,5,1.839,2.0,2.8479426388452236,97.14285714285714
quaint,748.65625,0.703435327386808,1,5,0.807524133374709,0.8711013062199078,0.4846153846153846,5.9,12.58,1.66,6,2.049,2.3,2.8742824545535166,48.46153846153846
quake,669.483870967742,0.1606573138346259,1,2,0.2454819069988256,0.6544568428637576,0.9593023255813954,3.3,8.15,1.47,5,1.919,1.95,2.8257401185637323,95.93023255813954
quantity,694.21875,0.4214284804621123,1,3,0.5877113594143666,0.717067100561151,0.7672955974842768,5.33,11.11,1.86,8,1.982,2.85,2.8414963392569836,76.72955974842768
quantum,705.8965517241379,0.4375535814639587,1,4,0.5181080447454289,0.8445218828419264,0.7756410256410257,5.15,14.26,0.92,7,2.456,3.0,2.848741060390036,77.56410256410257
quarrel,723.46875,0.2480165929778544,1,3,0.2768390362898573,0.8958873585955376,0.9285714285714286,2.84,8.32,1.73,7,2.458,2.55,2.8594197766497103,92.85714285714286
quarry,739.7586206896551,0.6595530512431071,1,5,0.8374757259382982,0.7875488576151284,0.4825174825174825,4.74,10.56,1.6,6,1.898,2.15,2.869090034861576,48.25174825174825
quarter,618.5294117647059,0.5740158200922557,1,5,0.723589456488802,0.7932893644935787,0.6204819277108434,5.61,5.79,1.89,7,3.123,2.1,2.791360355644066,62.048192771084345
queasy,741.258064516129,0.3363614981710842,1,4,0.4239267788513369,0.7934424408915196,0.845679012345679,2.74,11.37,1.49,6,1.771,2.65,2.869969431304261,84.5679012345679
queen,565.060606060606,0.2096426910236515,1,3,0.2584499278631692,0.8111539931813887,0.935483870967742,6.52,4.42,1.54,5,3.446,2.0,2.7520950309452905,93.5483870967742
queer,591.3,0.7354055284384825,1,2,0.9580420222262996,0.767613018403458,0.62,4.74,11.1,1.42,5,2.473,1.95,2.7718078789991054,62.0
quench,694.3225806451613,0.3101542607390864,1,3,0.3876239630951643,0.8001421229547189,0.8888888888888888,5.82,10.44,1.52,6,1.518,2.3,2.8415612895401834,88.88888888888889
query,736.6451612903226,0.2591429752177,1,3,0.3444850368309722,0.7522619199998902,0.9041095890410958,5.24,13.58,1.63,5,1.477,2.0,2.8672583405003724,90.41095890410958
quest,719.2258064516129,0.5710829100836403,1,5,0.75379810727491,0.757607248641401,0.5797101449275363,6.26,10.4,1.88,5,2.516,1.95,2.856865261870975,57.971014492753625
question,597.4411764705883,0.0,0,1,0.0,0.0,1.0,6.36,6.16,2.07,8,4.005,2.8,2.776295151474832,100.0
questionable,700.7878787878788,0.4795004453584681,1,4,0.5738500810250231,0.8355848700099063,0.7553191489361702,4.48,8.16,2.05,12,2.072,3.8,2.845586581429054,75.53191489361703
questionnaire,973.7575757575758,0.4218168314214482,1,5,0.5638360776268586,0.7481196187318163,0.7391304347826086,4.9,10.84,1.35,13,1.613,5.35,2.9884508494707753,73.91304347826086
quick,547.84375,0.0,0,1,0.0,0.0,1.0,6.08,5.89,2.01,5,3.744,1.85,2.738656711424499,100.0
quiet,645.7272727272727,0.2231219576184008,1,3,0.291357047883606,0.7658025067151819,0.9226190476190476,6.47,4.15,1.85,5,3.777,1.85,2.81004912951383,92.26190476190476
quilt,757.4545454545455,0.5158193090900062,1,3,0.7391767973020356,0.6978294110052224,0.6713286713286714,5.91,6.55,1.4,5,1.602,1.7,2.879356576117483,67.13286713286713
quirk,661.75,0.3968721947086061,1,3,0.5060984801015701,0.7841797798502711,0.8226950354609929,5.6,11.39,1.49,5,1.322,1.85,2.8206939499733856,82.26950354609929
quit,612.1818181818181,0.6098674955210658,1,4,0.7715813095006434,0.7904124789074576,0.6201117318435754,3.72,5.26,1.66,4,3.662,1.6,2.7868804268938447,62.01117318435754
quiver,746.2666666666667,0.6002149968522775,1,3,0.7083073342071915,0.8473934517762665,0.5869565217391305,4.52,11.05,1.49,6,1.38,2.1,2.87289404351503,58.69565217391305
quiz,639.3125,0.4930152801791569,1,3,0.6632008821830203,0.7433875518324505,0.6976744186046512,4.53,7.05,1.53,4,2.403,1.9,2.805713195952638,69.76744186046511
quota,718.78125,0.631633508612664,1,4,0.8461623228480808,0.7464684866689189,0.4774774774774775,4.1,12.64,1.6,5,1.982,2.45,2.856596739655991,47.74774774774775
quote,599.9090909090909,0.5795851263528861,1,4,0.7849189965905392,0.738401196646324,0.4504504504504504,5.85,8.44,2.01,5,2.689,1.8,2.7780854432038975,45.04504504504504
rabbi,770.1290322580645,0.1850477465179512,1,2,0.2141367567812511,0.8641568561112776,0.9659863945578232,4.79,8.88,1.13,5,2.535,2.45,2.8865634956957593,96.59863945578232
rabbit,589.6666666666666,0.283271128240234,1,3,0.3430987360475335,0.825625682867538,0.9051094890510948,7.21,3.94,1.48,6,3.029,2.5,2.7706065781900606,90.51094890510947
rabies,814.8965517241379,0.8223944667016706,1,2,0.9579324495888804,0.8585098741092034,0.6201550387596899,2.17,8.22,1.11,6,2.053,1.9,2.911102480068918,62.01550387596899
race,564.1818181818181,0.5715025873031835,1,4,0.7332368097812297,0.7794243001434943,0.6275862068965518,5.44,6.0,1.5,4,3.499,1.0,2.7514190860899217,62.758620689655174
racer,697.1176470588235,0.519041015422335,1,4,0.6682503398431782,0.776716425679845,0.5194805194805194,5.26,4.84,1.1,5,2.13,1.65,2.843306076744918,51.94805194805194
racial,722.741935483871,0.589553543720326,1,4,0.8240451238635182,0.7154384227846851,0.4861111111111111,3.65,10.89,1.28,6,2.204,1.9,2.8589832544147895,48.61111111111111
racism,661.8125,0.585719128249478,1,6,0.8158518840365949,0.7179233629412145,0.4160583941605839,1.48,9.56,1.07,6,1.949,2.1,2.820734965649093,41.60583941605839
racist,617.0,0.617858354912353,1,6,0.8271000994577884,0.7470176286006912,0.4087591240875912,2.05,9.44,1.63,6,2.393,1.85,2.7902851640332416,40.87591240875912
rack,672.59375,0.315880645225892,1,2,0.3860189005698934,0.818303572077808,0.9245283018867924,5.55,6.26,1.63,4,2.6,1.1,2.8277528273658854,92.45283018867923
racket,670.5151515151515,0.6986305597617277,1,3,0.8205264985217164,0.8514418011123347,0.5555555555555556,3.95,8.2,1.57,6,2.58,1.7,2.826408595975949,55.55555555555556
radiant,689.7586206896551,0.4519286090953457,1,2,0.7133812783390826,0.6335021997599104,0.8042328042328042,7.29,9.68,1.6,7,2.045,2.6,2.838697137051986,80.42328042328042
radiation,713.9117647058823,0.7125929772417631,1,4,0.9327720560986004,0.763951892193517,0.3103448275862069,3.32,11.44,1.16,9,2.623,2.4,2.8536445388499607,31.03448275862069
radiator,609.1212121212121,0.3234498071837879,1,4,0.5283600540139439,0.6121768758378767,0.7883211678832117,4.55,8.53,1.15,8,2.017,2.55,2.7847037236957815,78.83211678832117
radical,738.0666666666667,0.571664742513911,1,6,0.7139216996157107,0.8007387124128966,0.5869565217391305,4.36,11.9,1.79,7,2.34,2.55,2.8680955917116826,58.69565217391305
radio,599.2,0.6365405047268283,1,7,0.7896069594583268,0.8061485491002984,0.4113475177304964,6.0,5.17,1.67,5,3.595,1.85,2.77757180469141,41.134751773049636
radioactive,792.9411764705883,0.6182634819706676,1,2,0.9918977415529346,0.6233137309121222,0.5529411764705883,3.47,12.11,0.96,11,2.215,4.05,2.899240970821027,55.294117647058826
radius,749.9411764705883,0.0,0,1,0.0,0.0,1.0,5.3,9.94,1.37,6,2.352,2.25,2.8750271997435473,100.0
raft,660.8333333333334,0.3595628349485063,1,2,0.4709860926471875,0.7634255884872856,0.89937106918239,5.7,7.35,1.6,4,2.382,1.4,2.820091941269979,89.937106918239
rag,669.516129032258,0.4591000771759507,1,4,0.5618673338140774,0.8170969364947412,0.7637795275590551,4.21,5.22,1.71,3,2.389,1.0,2.8257610438802656,76.37795275590551
rage,584.3428571428572,0.241135169186629,1,3,0.2950905310616204,0.8171565801149869,0.9230769230769232,2.5,8.79,1.55,4,2.762,1.1,2.7666677397042236,92.30769230769232
ragged,656.34375,0.6145970503995022,1,6,0.8061843394756361,0.7623530008028345,0.4887218045112781,4.2,8.5,1.58,6,1.909,1.3,2.8171313540517025,48.87218045112781
raging,743.7931034482758,0.4143532698278567,1,5,0.597867783784602,0.693051676417371,0.7099236641221374,3.25,10.63,1.77,6,2.22,1.45,2.871452147203589,70.99236641221374
raider,722.0625,0.5880736524044946,1,5,0.7051793913744527,0.8339348250922232,0.6162790697674418,4.43,9.47,1.44,6,1.532,1.8,2.8585747906864687,61.627906976744185
rail,619.6060606060606,0.3219326881168179,1,4,0.3605598959589223,0.8928688179827268,0.8773006134969326,5.1,7.89,1.43,4,2.369,1.1,2.7921156571099193,87.73006134969326
railing,810.8709677419355,0.6690802834141569,1,7,0.8207118649625976,0.815243829141728,0.41875,4.67,6.56,1.6,7,1.881,1.4,2.9089517513060574,41.875
railroad,594.2333333333333,0.248605862495686,1,3,0.3190387311205598,0.7792341124931997,0.9135802469135802,5.68,6.06,1.19,8,2.803,3.05,2.7739570097643393,91.35802469135803
railway,662.15625,0.0,0,1,0.0,0.0,1.0,5.42,6.65,1.31,7,1.909,2.7,2.820960482650924,100.0
rain,525.4545454545455,0.0,0,1,0.0,0.0,1.0,6.58,3.6,1.57,4,3.397,1.1,2.720535153262304,100.0
rainy,615.25,0.0,0,1,0.0,0.0,1.0,5.55,4.0,1.78,5,2.29,1.85,2.7890516223748403,100.0
raise,672.1764705882352,0.6088081534677119,1,7,0.7266361739766817,0.8378445434884845,0.5180722891566265,7.22,6.72,2.05,5,3.45,1.7,2.8274833060023346,51.80722891566265
rake,623.2903225806451,0.2385756030527231,1,3,0.2721036760148002,0.8767819918748417,0.9305555555555556,4.75,5.32,1.63,4,2.185,1.05,2.7946903839392436,93.05555555555556
rally,643.0645161290323,0.7323409597696818,1,7,0.903822899048972,0.8102704197252267,0.2941176470588235,4.71,10.75,1.64,5,2.567,1.7,2.8082545461641404,29.411764705882348
ram,762.9677419354839,0.5298808850980983,1,5,0.6544162219537338,0.8097001072439185,0.6686390532544378,4.37,8.32,1.27,3,2.517,1.0,2.8825061764927953,66.86390532544378
ramble,681.3823529411765,0.6223845036079965,1,4,0.7857196701273513,0.7921203035519258,0.4375,4.32,10.6,1.5,6,1.505,1.65,2.833390881624707,43.75
ramp,714.78125,0.6353142769554273,1,5,0.8417298073777792,0.754772221901713,0.3781512605042016,4.95,7.28,1.56,4,2.17,1.3,2.854173151656301,37.81512605042016
rampage,773.2941176470588,0.5234381121050342,1,4,0.7116897013075432,0.7354864221631336,0.4711538461538461,4.21,10.14,1.61,7,1.732,2.75,2.888344706566075,47.115384615384606
ranch,578.5454545454545,0.507444769717596,1,3,0.6565622223867793,0.7728814610638098,0.6795580110497238,5.91,7.35,1.62,5,2.952,1.9,2.7623374858163188,67.95580110497238
rancid,682.5714285714286,0.15503279827739,1,2,0.190564877002703,0.8135434016793714,0.9707602339181286,2.38,9.94,1.43,6,1.415,2.15,2.8341481053996023,97.07602339181285
random,592.96875,0.666389544185812,1,3,0.9464147822784515,0.704119965858425,0.4893617021276595,5.37,9.33,1.8,6,2.719,2.45,2.773031806247612,48.93617021276595
range,638.3548387096774,0.6635121421224499,1,5,0.8007813397796707,0.8285809236076986,0.45,5.11,7.11,2.1,5,3.065,1.65,2.805062154669504,45.0
rank,606.7352941176471,0.6302558140711305,1,7,0.8140433033304357,0.774228854279141,0.4785714285714286,5.26,9.42,1.88,4,2.638,1.1,2.782999258821927,47.85714285714286
ransom,653.9714285714285,0.5858404424115623,1,6,0.7284546842073564,0.804223591545746,0.4339622641509434,2.32,9.83,1.62,6,2.698,2.7,2.8155587748000763,43.39622641509434
rant,607.0,0.4382673343868177,1,3,0.7227256593861576,0.6064089861691879,0.6470588235294118,3.43,9.22,1.56,4,1.544,1.3,2.7831886910752575,64.70588235294117
rap,727.6176470588235,0.4858876346746898,1,6,0.5533690253806118,0.8780535454446375,0.72,5.6,9.14,1.12,3,2.824,1.0,2.861903223551602,72.0
rape,619.6,0.5976843394952911,1,6,0.9291824901060706,0.6432367655002438,0.25,1.54,10.74,1.29,4,2.912,1.0,2.7921114090871684,25.0
rapid,589.0909090909091,0.5145270587582805,1,3,0.6036707431618025,0.8523306199392395,0.7472527472527473,4.57,8.62,2.04,5,2.35,1.85,2.7701823207123684,74.72527472527473
rapist,720.9714285714285,0.5692540944788091,1,6,0.8916587444113754,0.638421479121589,0.2692307692307692,1.3,12.05,1.04,6,2.212,1.85,2.857918054373198,26.923076923076923
rapture,672.1290322580645,0.5805410346895714,1,4,0.8385021544253465,0.692354851595385,0.52,5.3,11.6,1.39,7,1.653,2.25,2.827452654926387,52.0
rarity,794.1379310344828,0.4420751519969748,1,4,0.6693508799631693,0.6604535307719319,0.6433566433566433,6.48,10.94,1.88,6,1.322,1.95,2.8998959400652753,64.33566433566433
rash,662.0909090909091,0.2367527508566086,1,3,0.3578007748532197,0.6616887594883815,0.8970588235294118,3.15,5.78,1.73,4,2.614,1.25,2.8209176247960452,89.70588235294117
raspberry,836.3225806451613,0.4066483356153469,1,3,0.5324860451633023,0.7636788593974072,0.797752808988764,7.3,5.33,1.3,9,1.987,4.0,2.922373822860601,79.7752808988764
rat,521.9705882352941,0.3112937907131818,1,3,0.4597338568025402,0.6771173932636536,0.8531468531468531,3.21,5.11,1.65,3,3.221,1.0,2.7176460322609173,85.3146853146853
rate,579.3448275862069,0.7424830014869604,1,4,0.8871018596334672,0.8369760399259445,0.3880597014925373,5.68,8.84,1.89,4,3.104,1.0,2.7629371339195843,38.80597014925373
rating,662.1470588235294,0.6488772130901337,1,5,0.9229101692493744,0.703077325085584,0.3333333333333333,4.64,9.47,1.71,6,2.053,1.45,2.8209544543080254,33.33333333333333
ratio,652.21875,0.422847990927207,1,4,0.7573595858939237,0.5583186623671141,0.4461538461538462,4.68,10.58,1.66,5,2.217,1.8,2.814393279757406,44.61538461538462
rational,621.969696969697,0.4920542035733492,1,5,0.7092654265558346,0.6937518524803125,0.6187050359712231,5.85,10.06,1.54,8,2.41,2.15,2.793769225913591,61.87050359712231
rationalize,812.6363636363636,0.405790028201176,1,4,0.542605915751457,0.7478540436463834,0.7711864406779662,5.47,11.63,1.75,11,1.505,2.8,2.909896252119447,77.11864406779661
raven,684.65625,0.1422769601304031,1,2,0.1615707655688139,0.8805860368954346,0.9763313609467456,5.11,8.56,1.59,5,2.204,1.75,2.8354725770412066,97.63313609467455
ravenous,804.53125,0.2508414770886552,1,2,0.2904417071791297,0.8636551531283658,0.9490445859872612,4.95,12.44,1.43,8,1.431,3.0,2.9055429178433476,94.90445859872611
ravine,795.2307692307693,0.5624600478822681,1,3,0.913980817368034,0.6153959002137148,0.4360902255639097,5.21,10.61,1.15,6,1.978,1.9,2.9004931755248355,43.60902255639097
raw,622.2,0.164412927053869,1,2,0.3633319133250507,0.4525144118204087,0.9306930693069309,4.37,7.17,1.86,3,2.716,1.3,2.7939300067726847,93.06930693069309
razor,708.59375,0.1601097591323128,1,2,0.2123970528460542,0.7538228849548148,0.966346153846154,4.9,7.11,1.71,5,2.546,2.0,2.850397317412227,96.6346153846154
react,663.3030303030303,0.6861694360543983,1,6,0.8931157573730953,0.7682872353216739,0.3333333333333333,5.15,6.67,1.89,5,2.587,1.9,2.8217119813793023,33.33333333333333
reactive,691.21875,0.6312657485511108,1,6,0.827078786373682,0.7632474184459362,0.4678899082568807,5.2,10.37,1.5,8,1.602,2.5,2.839615510302855,46.78899082568807
read,549.28125,0.0,0,1,0.0,0.0,1.0,6.73,4.11,1.88,4,4.09,1.1,2.7397947744072733,100.0
reader,587.969696969697,0.224241509323621,1,3,0.2922803105751279,0.7672138738404066,0.9236641221374046,6.52,5.37,1.46,6,2.446,1.7,2.7693549438006726,92.36641221374046
readiness,715.1212121212121,0.4647834855048752,1,4,0.5631730489322018,0.8252942614816583,0.7528089887640449,6.24,9.67,2.02,9,1.785,2.5,2.854379660393773,75.28089887640449
ready,582.1818181818181,0.3648188326253601,1,6,0.4867602441164633,0.7494836257376696,0.7751479289940828,6.64,5.53,2.06,5,4.296,1.75,2.765058638089037,77.51479289940828
real,630.875,0.3239260722843079,1,4,0.4391882144569505,0.7375563861267032,0.8376623376623377,7.09,4.95,2.17,4,4.354,1.15,2.799943317741742,83.76623376623377
